ASV	Kingdom	Phylum	Class	Order	Family	Genus	gillis_1_1.filt.fastq.gz	gillis_10_1.filt.fastq.gz	gillis_11_1.filt.fastq.gz	gillis_12_1.filt.fastq.gz	gillis_13_1.filt.fastq.gz	gillis_14_1.filt.fastq.gz	gillis_15_1.filt.fastq.gz	gillis_16_1.filt.fastq.gz	gillis_17_1.filt.fastq.gz	gillis_18_1.filt.fastq.gz	gillis_19_1.filt.fastq.gz	gillis_2_1.filt.fastq.gz	gillis_20_1.filt.fastq.gz	gillis_3_1.filt.fastq.gz	gillis_4_1.filt.fastq.gz	gillis_5_1.filt.fastq.gz	gillis_6_1.filt.fastq.gz	gillis_7_1.filt.fastq.gz	gillis_8_1.filt.fastq.gz	gillis_9_1.filt.fastq.gz
ASV1450	Bacteria	Gemmatimonadota	Gemmatimonadia	Gemmatimonadales	Gemmatimonadaceae	NA	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	23
ASV1451	Bacteria	Actinomycetota	Actinobacteria	Micromonosporales	Micromonosporaceae	NA	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	24
ASV1452	Bacteria	Pseudomonadota	Deltaproteobacteria	NA	NA	NA	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1453	Bacteria	Acidobacteriota	Blastocatellia	Blastocatellales	Blastocatellaceae	NA	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1454	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0
ASV1455	Bacteria	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	12	0	27	0	0	0	0	0
ASV1456	Bacteria	Pseudomonadota	Deltaproteobacteria	Myxococcales	NA	NA	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0
ASV1457	Bacteria	Actinomycetota	Thermoleophilia	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0
ASV1458	Bacteria	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0
ASV1459	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	9	0	0	0	0
ASV146	Bacteria	Acidobacteriota	Acidobacteria_Gp1	Gp1	NA	NA	21	12	44	5	10	8	169	0	18	0	12	15	21	0	0	19	24	21	13	0
ASV1460	Bacteria	Pseudomonadota	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0
ASV1461	Bacteria	Planctomycetota	Planctomycetia	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0
ASV1462	Bacteria	Acidobacteriota	Acidobacteria_Gp2	Gp2	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0
ASV1463	Bacteria	Acidobacteriota	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39
ASV1464	Bacteria	Acidobacteriota	Acidobacteria_Gp1	Gp1	NA	NA	0	21	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0
ASV1465	Bacteria	Acidobacteriota	Acidobacteria_Gp6	Gp6	NA	NA	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0
ASV1466	Bacteria	Pseudomonadota	Betaproteobacteria	NA	NA	NA	0	16	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
ASV1467	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Bradyrhizobiaceae	NA	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1468	Bacteria	Actinomycetota	Actinobacteria	Micromonosporales	Micromonosporaceae	NA	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1469	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	NA	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV147	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	Mesorhizobium	36	27	0	43	43	0	0	0	0	25	0	0	49	0	58	0	52	22	30	26
ASV1470	Bacteria	Actinomycetota	Actinobacteria	NA	NA	NA	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0
ASV1471	Bacteria	Acidobacteriota	Terriglobia	Terriglobales	Acidobacteriaceae	Candidatus_Koribacter	0	0	0	13	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1472	Bacteria	Verrucomicrobiota	Subdivision3	NA	NA	NA	0	0	0	6	0	0	0	0	10	0	0	0	0	0	7	0	15	0	0	0
ASV1473	Bacteria	Pseudomonadota	Deltaproteobacteria	Myxococcales	Archangiaceae	NA	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1474	Bacteria	Actinomycetota	Actinobacteria	Streptomycetales	Streptomycetaceae	NA	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1475	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1476	Bacteria	Planctomycetota	Planctomycetia	NA	NA	NA	0	0	0	0	18	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0
ASV1477	Bacteria	Acidobacteriota	Acidobacteria_Gp25	Gp25	NA	NA	0	0	0	0	10	6	0	0	0	0	7	0	0	0	0	0	0	0	15	0
ASV1478	Bacteria	Verrucomicrobiota	Spartobacteria	NA	NA	NA	0	0	0	0	0	25	0	0	0	0	0	0	0	0	13	0	0	0	0	0
ASV1479	Bacteria	Acidobacteriota	Acidobacteria_Gp1	Gp1	NA	NA	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	19	0	0	0	0
ASV148	Bacteria	Pseudomonadota	NA	NA	NA	NA	0	0	0	0	0	49	71	0	0	40	55	0	36	0	40	0	0	0	69	51
ASV1480	Bacteria	Pseudomonadota	Gammaproteobacteria	Xanthomonadales	NA	NA	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0
ASV1481	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	NA	NA	0	0	0	0	0	0	0	24	0	0	0	0	14	0	0	0	0	0	0	0
ASV1482	Bacteria	Actinomycetota	NA	NA	NA	NA	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	21	0	0
ASV1483	Bacteria	Acidobacteriota	Acidobacteria_Gp10	Gp10	NA	NA	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0
ASV1484	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	Aminobacter	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0
ASV1485	Bacteria	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	0	0	0	0	0	0	0	0	15	0	0	11	0	12	0	0	0	0	0	0
ASV1486	Bacteria	Actinomycetota	Acidimicrobiia	Acidimicrobiales	Iamiaceae	Rhabdothermincola	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0
ASV1487	Bacteria	Actinomycetota	Thermoleophilia	NA	NA	NA	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0
ASV1488	Bacteria	Pseudomonadota	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter	0	0	0	0	0	0	0	0	0	25	0	0	0	0	13	0	0	0	0	0
ASV1489	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Herbaspirillum	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0
ASV149	Bacteria	Actinomycetota	NA	NA	NA	NA	33	0	0	48	7	25	0	0	18	22	33	14	0	20	44	0	77	0	15	39
ASV1490	Bacteria	Pseudomonadota	Gammaproteobacteria	Xanthomonadales	NA	NA	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1491	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Methylobacteriaceae	Microvirga	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1492	Bacteria	Acidobacteriota	Acidobacteria_Gp6	Gp6	NA	NA	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1493	Bacteria	Pseudomonadota	Deltaproteobacteria	Myxococcales	Polyangiaceae	NA	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0
ASV1494	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0
ASV1495	Bacteria	Acidobacteriota	Acidobacteria_Gp10	Gp10	NA	NA	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0
ASV1496	Bacteria	Acidobacteriota	Acidobacteria_Gp17	Gp17	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0
ASV1497	Bacteria	Acidobacteriota	Acidobacteria_Gp6	Gp6	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0
ASV1498	Bacteria	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0
ASV1499	Bacteria	Pseudomonadota	Deltaproteobacteria	Myxococcales	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0
ASV15	Bacteria	NA	NA	NA	NA	NA	28	27	65	85	95	54	190	17	109	37	146	88	85	0	85	52	91	35	82	51
ASV150	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	NA	NA	20	0	20	47	37	31	26	0	35	51	0	11	23	0	0	0	40	0	32	18
ASV1500	Bacteria	Acidobacteriota	Blastocatellia	Blastocatellales	Blastocatellaceae	Stenotrophobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0
ASV1501	Bacteria	Acidobacteriota	Acidobacteria_Gp7	Gp7	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0
ASV1502	Bacteria	Acidobacteriota	Acidobacteria_Gp16	Gp16	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0
ASV1503	Bacteria	Verrucomicrobiota	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0
ASV1504	Bacteria	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	19	0
ASV1505	Bacteria	Acidobacteriota	Acidobacteria_Gp6	Gp6	NA	NA	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1506	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	NA	NA	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0
ASV1507	Bacteria	NA	NA	NA	NA	NA	16	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1508	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	NA	NA	0	21	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0
ASV1509	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Terricaulis	0	20	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV151	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Bradyrhizobiaceae	NA	80	73	55	0	0	40	0	0	0	0	0	0	0	0	67	0	75	0	0	0
ASV1510	Bacteria	Actinomycetota	NA	NA	NA	NA	0	12	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	8	0
ASV1511	Bacteria	Pseudomonadota	NA	NA	NA	NA	15	11	0	0	0	0	0	0	0	3	0	0	0	0	0	0	3	0	0	5
ASV1512	Bacteria	Acidobacteriota	NA	NA	NA	NA	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1513	Bacteria	Pseudomonadota	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1514	Bacteria	Actinomycetota	Thermoleophilia	NA	NA	NA	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1515	Bacteria	Pseudomonadota	Betaproteobacteria	NA	NA	NA	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1516	Bacteria	Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae	Terrimonas	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1517	Bacteria	Pseudomonadota	Deltaproteobacteria	NA	NA	NA	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1518	Bacteria	Actinomycetota	Actinobacteria	Micromonosporales	Micromonosporaceae	NA	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1519	Bacteria	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	0	0	0	0	0	0	11	0	0	0	0	0	14	0	12	0	0	0	0	0
ASV152	Bacteria	Actinomycetota	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	19	14	0	33	23	0	61	0	17	19	0	16	16	16	24	0	57	45	29	0
ASV1520	Bacteria	Planctomycetota	Planctomycetia	NA	NA	NA	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0
ASV1521	Bacteria	Actinomycetota	Thermoleophilia	NA	NA	NA	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0
ASV1522	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	NA	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0
ASV1523	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0
ASV1524	Bacteria	Acidobacteriota	Acidobacteria_Gp1	Gp1	NA	NA	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0
ASV1525	Bacteria	Acidobacteriota	Acidobacteria_Gp7	Gp7	NA	NA	0	0	0	0	0	0	0	28	0	0	0	0	0	0	9	0	0	0	0	0
ASV1526	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	NA	NA	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	10	0	0
ASV1527	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	Conexibacteraceae	Conexibacter	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	21	0	0
ASV1528	Bacteria	Bacillota	Bacilli	Caryophanales	Bacillaceae	NA	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0
ASV1529	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Microbacteriaceae	Leifsonia	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0
ASV153	Bacteria	Acidobacteriota	NA	NA	NA	NA	22	0	0	76	0	23	76	0	67	0	0	0	0	0	31	38	0	0	0	55
ASV1530	Bacteria	Acidobacteriota	Blastocatellia	Blastocatellales	NA	NA	0	0	0	0	0	0	0	0	21	0	16	0	0	0	0	0	0	0	0	0
ASV1531	Bacteria	Pseudomonadota	Deltaproteobacteria	Myxococcales	NA	NA	0	0	0	0	0	0	0	0	8	14	0	0	0	0	15	0	0	0	0	0
ASV1532	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	NA	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	19	0	0	0
ASV1533	Bacteria	Actinomycetota	Actinobacteria	Micromonosporales	Micromonosporaceae	NA	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0
ASV1534	Bacteria	Gemmatimonadota	Gemmatimonadia	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	0	0	0	0	0	0	0	0	0	0	33	0	0	0	4	0	0	0	0	0
ASV1535	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae_1	Clostridium_sensu_stricto	0	0	0	0	0	0	0	0	0	0	17	0	0	0	20	0	0	0	0	0
ASV1536	Bacteria	Pseudomonadota	Deltaproteobacteria	Myxococcales	Polyangiaceae	NA	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1537	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Boseaceae	Bosea	16	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	12	0	0	0
ASV1538	Bacteria	Pseudomonadota	Deltaproteobacteria	Myxococcales	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0
ASV1539	Bacteria	Actinomycetota	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0
ASV154	Bacteria	Bacillota	Bacilli	Caryophanales	Bacillaceae	NA	0	0	0	0	0	0	0	0	0	0	0	0	74	84	145	0	0	84	0	0
ASV1540	Bacteria	Nitrospirota	Nitrospiria	Nitrospirales	Nitrospiraceae	Nitrospira	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	27
ASV1541	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Hyphomicrobiaceae	Pedomicrobium	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0
ASV1542	Bacteria	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0
ASV1543	Bacteria	Planctomycetota	Planctomycetia	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0
ASV1544	Bacteria	Pseudomonadota	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0
ASV1545	Bacteria	Actinomycetota	Thermoleophilia	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	15	0	0
ASV1546	Bacteria	Pseudomonadota	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0
ASV1547	Bacteria	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	23	0	0	0
ASV1548	Bacteria	Pseudomonadota	Deltaproteobacteria	Myxococcales	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0
ASV1549	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0
ASV155	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Hyphomicrobiaceae	Hyphomicrobium	79	0	108	0	0	46	0	0	0	0	0	0	0	0	0	0	90	0	0	62
ASV1550	Bacteria	Planctomycetota	Planctomycetia	Gemmatales	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0
ASV1551	Bacteria	Planctomycetota	Planctomycetia	NA	NA	NA	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1552	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	19	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1553	Bacteria	Acidobacteriota	Acidobacteria_Gp16	Gp16	NA	NA	21	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1554	Bacteria	NA	NA	NA	NA	NA	22	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1555	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	0	14	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0
ASV1556	Bacteria	Acidobacteriota	Acidobacteria_Gp11	Gp11	NA	NA	0	9	0	0	0	13	0	0	0	8	0	0	0	0	0	0	6	0	0	0
ASV1557	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	NA	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1558	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	Conexibacteraceae	Conexibacter	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0
ASV1559	Bacteria	NA	NA	NA	NA	NA	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV156	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	NA	NA	0	0	100	0	61	0	0	0	0	0	0	0	0	0	127	97	0	0	0	0
ASV1560	Bacteria	Acidobacteriota	Acidobacteria_Gp4	Gp4	NA	NA	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1561	Bacteria	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	0	0	0	27	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1562	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Alsobacteraceae	Alsobacter	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0
ASV1563	Bacteria	NA	NA	NA	NA	NA	0	0	0	12	7	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0
ASV1564	Bacteria	Pseudomonadota	Gammaproteobacteria	Gammaproteobacteria_incertae_sedis	Acidibacter	NA	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1565	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Methylobacteriaceae	Methylobacterium	0	0	0	0	20	0	0	0	0	0	0	0	0	7	0	0	0	0	0	9
ASV1566	Bacteria	Actinomycetota	Actinobacteria	Micromonosporales	Micromonosporaceae	NA	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1567	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	NA	NA	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1568	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Hyphomicrobiaceae	Rhodoplanes	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1569	Bacteria	Acidobacteriota	Acidobacteria_Gp10	Gp10	NA	NA	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV157	Bacteria	Actinomycetota	Actinobacteria	Micromonosporales	Micromonosporaceae	NA	35	12	32	25	24	12	35	0	17	32	0	19	18	21	18	0	38	0	30	15
ASV1570	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Bradyrhizobiaceae	NA	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1571	Bacteria	Pseudomonadota	Gammaproteobacteria	Xanthomonadales	NA	NA	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0
ASV1572	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Bradyrhizobiaceae	NA	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0
ASV1573	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Aurantimonadaceae	Aureimonas	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0
ASV1574	Bacteria	Actinomycetota	Actinobacteria	Streptosporangiales	Nocardiopsaceae	Nocardiopsis	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0
ASV1575	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	NA	NA	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0
ASV1576	Bacteria	Planctomycetota	Planctomycetia	Gemmatales	NA	NA	0	0	0	0	0	0	0	0	0	0	14	0	0	0	22	0	0	0	0	0
ASV1577	Bacteria	NA	NA	NA	NA	NA	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1578	Bacteria	Acidobacteriota	Acidobacteria_Gp4	Gp4	NA	NA	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1579	Bacteria	NA	NA	NA	NA	NA	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15
ASV158	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	NA	NA	21	38	14	24	27	29	0	32	0	23	0	0	9	0	31	19	36	24	30	25
ASV1580	Bacteria	Pseudomonadota	Betaproteobacteria	NA	NA	NA	14	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0
ASV1581	Bacteria	Actinomycetota	Actinobacteria	Streptosporangiales	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	15	0	14	0	0	0	0	7
ASV1582	Bacteria	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	13	0	9	0	0	0	14	0
ASV1583	Bacteria	Pseudomonadota	Deltaproteobacteria	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0
ASV1584	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0
ASV1585	Bacteria	Planctomycetota	Planctomycetia	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0
ASV1586	Bacteria	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0
ASV1587	Bacteria	Actinomycetota	Actinobacteria	Streptosporangiales	Thermomonosporaceae	Actinoallomurus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0
ASV1588	Bacteria	Actinomycetota	Actinobacteria	Streptosporangiales	Streptosporangiaceae	Nonomuraea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0
ASV1589	Bacteria	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36
ASV159	Bacteria	Actinomycetota	NA	NA	NA	NA	14	19	16	35	20	38	13	0	30	30	17	22	0	10	26	0	41	0	30	21
ASV1590	Bacteria	NA	NA	NA	NA	NA	12	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
ASV1591	Bacteria	Pseudomonadota	Deltaproteobacteria	NA	NA	NA	0	9	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0
ASV1592	Bacteria	NA	NA	NA	NA	NA	0	7	0	12	0	0	0	0	0	0	0	0	5	0	0	0	0	0	11	0
