ASV	Kingdom	Phylum	Class	Order	Family	Genus	gillis_1_1.filt.fastq.gz	gillis_10_1.filt.fastq.gz	gillis_11_1.filt.fastq.gz	gillis_12_1.filt.fastq.gz	gillis_13_1.filt.fastq.gz	gillis_14_1.filt.fastq.gz	gillis_15_1.filt.fastq.gz	gillis_16_1.filt.fastq.gz	gillis_17_1.filt.fastq.gz	gillis_18_1.filt.fastq.gz	gillis_19_1.filt.fastq.gz	gillis_2_1.filt.fastq.gz	gillis_20_1.filt.fastq.gz	gillis_3_1.filt.fastq.gz	gillis_4_1.filt.fastq.gz	gillis_5_1.filt.fastq.gz	gillis_6_1.filt.fastq.gz	gillis_7_1.filt.fastq.gz	gillis_8_1.filt.fastq.gz	gillis_9_1.filt.fastq.gz
ASV1	Bacteria	Bacillota	Bacilli	Caryophanales	Bacillaceae	Neobacillus	345	470	206	584	661	230	416	69	435	167	477	205	227	620	488	458	291	99	412	277
ASV10	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Achromobacter	26	13	27	21	35	11	23	14	24	16	21	0	14	24	11	16	20	10	26	26
ASV100	Bacteria	Bacillota	Bacilli	Caryophanales	Alicyclobacillaceae	Tumebacillus	0	0	68	0	0	0	119	18	0	0	81	38	66	0	109	71	0	0	0	0
ASV1000	Bacteria	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	51	0	0
ASV1001	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	0	0	0	0	0	0	0	0	0	0	30	0	31	0	0	0	0	0	0	0
ASV1002	Bacteria	Actinomycetota	Actinobacteria	Micromonosporales	Micromonosporaceae	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0
ASV1003	Bacteria	Pseudomonadota	Gammaproteobacteria	Legionellales	Coxiellaceae	Aquicella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	20	0	0
ASV1004	Bacteria	Acidobacteriota	Blastocatellia	Blastocatellales	Blastocatellaceae	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	45
ASV1005	Bacteria	Acidobacteriota	Acidobacteria_Gp3	Gp3	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0
ASV1006	Bacteria	Acidobacteriota	Acidobacteria_Gp6	Gp6	NA	NA	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1007	Bacteria	Acidobacteriota	Acidobacteria_Gp6	Gp6	NA	NA	0	35	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1008	Bacteria	Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae	Flavitalea	0	23	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	23	0	0
ASV1009	Bacteria	Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Actinoplanes	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV101	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	NA	NA	72	36	16	39	30	53	23	0	51	0	0	0	0	0	37	0	65	64	33	49
ASV1010	Bacteria	Planctomycetota	Planctomycetia	Isosphaerales	Isosphaeraceae	Singulisphaera	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1011	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Tsuneonella	0	0	8	23	17	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0
ASV1012	Bacteria	Acidobacteriota	Acidobacteria_Gp1	Gp1	NA	NA	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0
ASV1013	Bacteria	Actinomycetota	Thermoleophilia	NA	NA	NA	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	42	0
ASV1014	Bacteria	Pseudomonadota	Gammaproteobacteria	Nevskiales	Steroidobacteraceae	Steroidobacter	15	0	0	0	0	10	0	0	0	0	0	0	0	0	13	0	0	0	0	22
ASV1015	Bacteria	Acidobacteriota	Acidobacteria_Gp4	Gp4	NA	NA	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0
ASV1016	Bacteria	Latescibacteria	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	15	0	0	0	0
ASV1017	Bacteria	Planctomycetota	Planctomycetia	Gemmatales	Gemmataceae	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0
ASV1018	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	36	0	0
ASV1019	Bacteria	Bacillota	Bacilli	Caryophanales	Paenibacillaceae	Brevibacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	41
ASV102	Bacteria	Actinomycetota	Thermoleophilia	NA	NA	NA	38	27	32	40	41	38	45	0	28	49	27	18	23	0	44	0	41	25	23	18
ASV1020	Bacteria	Acidobacteriota	Terriglobia	Terriglobales	Acidobacteriaceae	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0
ASV1021	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Hyphomicrobiaceae	Hyphomicrobium	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1022	Bacteria	Acidobacteriota	NA	NA	NA	NA	0	0	16	0	0	0	16	0	0	8	0	0	0	0	19	0	0	0	0	0
ASV1023	Bacteria	Pseudomonadota	Alphaproteobacteria	Micropepsales	Micropepsaceae	Rhizomicrobium	0	0	0	20	0	0	0	0	0	0	0	0	0	0	17	17	0	0	5	0
ASV1024	Bacteria	Myxococcota	Myxococcia	Myxococcales	Anaeromyxobacteraceae	Anaeromyxobacter	0	0	0	19	0	0	16	0	0	0	0	0	0	0	0	0	0	0	24	0
ASV1025	Bacteria	NA	NA	NA	NA	NA	7	0	0	15	0	14	0	0	0	0	0	13	0	0	0	0	0	0	10	0
ASV1026	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	NA	NA	0	0	0	0	23	0	0	0	0	0	0	0	19	0	0	0	0	0	17	0
ASV1027	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	NA	NA	21	0	0	0	11	0	0	7	0	0	3	3	3	8	3	0	0	0	0	0
ASV1028	Bacteria	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0
ASV1029	Bacteria	Pseudomonadota	Gammaproteobacteria	Legionellales	Coxiellaceae	Aquicella	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0
ASV103	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	Mesorhizobium	58	41	82	28	0	23	26	0	24	0	47	14	22	0	34	25	44	0	23	65
ASV1030	Bacteria	Pseudomonadota	Deltaproteobacteria	Myxococcales	NA	NA	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0
ASV1031	Bacteria	Pseudomonadota	Deltaproteobacteria	Myxococcales	Anaeromyxobacteraceae	Anaeromyxobacter	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0
ASV1032	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	Conexibacteraceae	Conexibacter	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1033	Bacteria	Pseudomonadota	Deltaproteobacteria	NA	NA	NA	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1034	Bacteria	Actinomycetota	Thermoleophilia	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	28	21	0
ASV1035	Bacteria	Verrucomicrobiota	Spartobacteria	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0
ASV1036	Bacteria	NA	NA	NA	NA	NA	26	16	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1037	Bacteria	NA	NA	NA	NA	NA	0	6	24	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	5
ASV1038	Bacteria	Pseudomonadota	Betaproteobacteria	NA	NA	NA	0	0	26	0	0	0	22	0	0	0	0	0	0	0	0	10	0	0	0	0
ASV1039	Bacteria	Planctomycetota	Planctomycetia	NA	NA	NA	0	0	0	31	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV104	Bacteria	Pseudomonadota	Gammaproteobacteria	Gammaproteobacteria_incertae_sedis	Acidibacter	NA	0	0	61	42	30	14	137	0	16	16	0	24	35	0	0	0	41	96	39	0
ASV1040	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	NA	NA	0	0	0	15	0	0	27	0	0	0	0	0	0	0	0	0	16	0	0	0
ASV1041	Bacteria	Bacillota	Bacilli	Caryophanales	Alicyclobacillaceae	Tumebacillus	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1042	Bacteria	Pseudomonadota	Deltaproteobacteria	Myxococcales	Kofleriaceae	Kofleria	0	0	0	0	23	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1043	Bacteria	Acidobacteriota	Terriglobia	Terriglobales	Candidatus Korobacteraceae	Candidatus Korobacter	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0
ASV1044	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Phenylobacterium	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0
ASV1045	Bacteria	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0
ASV1046	Bacteria	Actinomycetota	Actinobacteria	Micromonosporales	Micromonosporaceae	Catellatospora	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	30	0	0	0
ASV1047	Bacteria	Acidobacteriota	Acidobacteria_Gp16	Gp16	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0
ASV1048	Bacteria	Actinomycetota	Actinobacteria	Streptosporangiales	Treboniaceae	Trebonia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0
ASV1049	Bacteria	Actinomycetota	Actinobacteria	Micromonosporales	Micromonosporaceae	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0
ASV105	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	NA	NA	37	23	24	0	22	42	58	0	31	25	31	23	0	43	0	29	51	21	52	38
ASV1050	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0
ASV1051	Bacteria	Actinomycetota	Actinobacteria	Micrococcales	Microbacteriaceae	Curtobacterium	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1052	Bacteria	Actinomycetota	Thermoleophilia	NA	NA	NA	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0
ASV1053	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Bradyrhizobiaceae	NA	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22
ASV1054	Bacteria	Acidobacteriota	NA	NA	NA	NA	0	0	0	32	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0
ASV1055	Bacteria	Acidobacteriota	Acidobacteria_Gp6	Gp6	NA	NA	0	0	0	0	17	0	8	19	0	0	0	0	0	0	0	13	0	0	0	0
ASV1056	Bacteria	Chloroflexota	Ktedonobacteria	Ktedonobacterales	Reticulibacteraceae	Reticulibacter	0	0	0	0	0	0	14	0	0	0	0	0	0	0	19	0	0	24	0	0
ASV1057	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	NA	NA	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0
ASV1058	Bacteria	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	27	0	0
ASV1059	Bacteria	Actinomycetota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Lentzea	0	0	0	0	0	0	0	0	28	0	0	0	29	0	0	0	0	0	0	0
ASV106	Bacteria	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	0	57	71	0	50	0	40	0	0	35	0	0	0	0	69	51	48	0	52	75
ASV1060	Bacteria	Actinomycetota	NA	NA	NA	NA	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	16	21	0
ASV1061	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0
ASV1062	Bacteria	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	27
ASV1063	Bacteria	Actinomycetota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0
ASV1064	Bacteria	Bacillota	Bacilli	Caryophanales	Bacillaceae	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0
ASV1065	Bacteria	Gemmatimonadota	Gemmatimonadia	Gemmatimonadales	Gemmatimonadaceae	NA	0	0	17	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	14
ASV1066	Bacteria	Acidobacteriota	NA	NA	NA	NA	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0
ASV1067	Bacteria	Pseudomonadota	Deltaproteobacteria	Myxococcales	Anaeromyxobacteraceae	Anaeromyxobacter	22	0	0	0	0	22	0	0	0	12	0	0	0	0	0	0	0	0	0	0
ASV1068	Bacteria	Planctomycetota	Planctomycetia	Isosphaerales	Isosphaeraceae	Singulisphaera	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1069	Bacteria	Actinomycetota	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV107	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	0	0	0	70	0	60	65	0	0	73	0	0	0	0	50	0	104	123	0	0
ASV1070	Bacteria	Actinomycetota	Actinobacteria	Micromonosporales	Micromonosporaceae	NA	0	0	0	0	0	0	15	0	0	0	0	0	0	0	15	0	14	0	12	0
ASV1071	Bacteria	Verrucomicrobiota	Spartobacteria	NA	NA	NA	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0
ASV1072	Bacteria	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0
ASV1073	Bacteria	Verrucomicrobiota	Spartobacteria	NA	NA	NA	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0
ASV1074	Bacteria	Pseudomonadota	Gammaproteobacteria	Gammaproteobacteria_incertae_sedis	Acidibacter	NA	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0
ASV1075	Bacteria	Acidobacteriota	Terriglobia	Terriglobales	Acidobacteriaceae	NA	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	41	0	0
ASV1076	Bacteria	Acidobacteriota	Acidobacteria_Gp6	Gp6	NA	NA	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0
ASV1077	Bacteria	Acidobacteriota	Acidobacteria_Gp2	Gp2	NA	NA	0	0	0	0	0	0	0	0	27	0	0	0	0	0	29	0	0	0	0	0
ASV1078	Bacteria	Bacillota	Bacilli	Caryophanales	Paenibacillaceae	Paenibacillus	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0
ASV1079	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	NA	NA	16	0	0	0	0	0	0	0	0	0	23	0	17	0	0	0	0	0	0	0
ASV108	Bacteria	Actinomycetota	Actinobacteria	Kineosporiales	Kineosporiaceae	NA	52	63	0	81	0	94	0	0	0	36	0	0	0	0	0	0	77	0	66	67
ASV1080	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	NA	NA	0	0	0	0	0	0	0	0	0	0	15	0	0	41	0	0	0	0	0	0
ASV1081	Bacteria	Acidobacteriota	Acidobacteria_Gp3	Gp3	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0
ASV1082	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Hyphomicrobiaceae	Hyphomicrobium	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	24	0	0
ASV1083	Bacteria	Acidobacteriota	Acidobacteria_Gp1	Gp1	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	28	0	28	0	0	0	0	0
ASV1084	Bacteria	Acidobacteriota	Acidobacteria_Gp1	Gp1	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0
ASV1085	Bacteria	Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0
ASV1086	Bacteria	Actinomycetota	Actinobacteria	Streptosporangiales	Treboniaceae	Trebonia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0
ASV1087	Bacteria	Acidobacteriota	Acidobacteria_Gp5	Gp5	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0
ASV1088	Bacteria	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0
ASV1089	Bacteria	Actinomycetota	Actinobacteria	Micrococcales	Microbacteriaceae	Agromyces	28	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV109	Bacteria	Pseudomonadota	Gammaproteobacteria	Gammaproteobacteria_incertae_sedis	Acidibacter	NA	52	0	34	44	24	19	28	0	41	39	38	35	0	52	0	0	47	0	35	48
ASV1090	Bacteria	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0
ASV1091	Bacteria	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	17	12	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0
ASV1092	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Brucellaceae	Brucella	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1093	Bacteria	Actinomycetota	Actinobacteria	Micrococcales	Dermabacteraceae	Brachybacterium	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1094	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	NA	NA	8	0	18	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1095	Bacteria	Planctomycetota	Planctomycetia	Gemmatales	Gemmataceae	NA	19	0	16	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
ASV1096	Bacteria	NA	NA	NA	NA	NA	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1097	Bacteria	Actinomycetota	Actinobacteria	Jatrophihabitantales	Jatrophihabitantaceae	Jatrophihabitans	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1098	Bacteria	NA	NA	NA	NA	NA	0	0	0	16	0	0	0	0	21	0	0	0	0	0	0	18	0	0	0	0
ASV1099	Bacteria	Pseudomonadota	Deltaproteobacteria	Myxococcales	NA	NA	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV11	Bacteria	Pseudomonadota	Deltaproteobacteria	Myxococcales	NA	NA	236	51	51	74	84	85	87	137	43	69	74	0	51	112	26	31	163	76	89	26
ASV110	Bacteria	Verrucomicrobiota	Spartobacteria	Chthoniobacterales	Chthoniobacteraceae	Candidatus Udaeobacter	0	0	62	0	70	0	64	82	0	0	0	0	0	0	73	59	0	0	23	102
ASV1100	Bacteria	Pseudomonadota	Betaproteobacteria	NA	NA	NA	0	0	0	0	19	15	0	0	0	0	0	0	0	0	0	0	0	0	21	0
ASV1101	Bacteria	Pseudomonadota	NA	NA	NA	NA	0	0	0	0	0	25	0	0	0	0	0	10	0	0	0	20	0	0	0	0
ASV1102	Bacteria	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0
ASV1103	Bacteria	Planctomycetota	Planctomycetia	Gemmatales	Gemmataceae	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	33	0	0	0
ASV1104	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	NA	NA	0	19	0	0	0	0	0	28	0	0	0	0	0	0	7	0	0	0	0	0
ASV1105	Bacteria	NA	NA	NA	NA	NA	0	0	37	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1106	Bacteria	Pseudomonadota	Alphaproteobacteria	NA	NA	NA	0	0	30	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1107	Bacteria	Bacillota	Bacilli	Caryophanales	Bacillaceae	Evansella	0	0	0	21	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0
ASV1108	Bacteria	Planctomycetota	Planctomycetia	Isosphaerales	Isosphaeraceae	NA	13	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	24	0	0	0
ASV1109	Bacteria	Acidobacteriota	Acidobacteria_Gp3	Gp3	NA	NA	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0
ASV1110	Bacteria	Pseudomonadota	Deltaproteobacteria	Myxococcales	Polyangiaceae	NA	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0
ASV1111	Bacteria	Planctomycetota	Planctomycetia	Isosphaerales	Isosphaeraceae	NA	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0
ASV1112	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Methylobacteriaceae	Methylobacterium	0	0	0	0	0	0	0	10	0	16	0	0	0	0	0	0	28	0	0	0
ASV1113	Bacteria	Actinomycetota	Actinobacteria	Streptosporangiales	Nocardiopsaceae	Nocardiopsis	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0
ASV1114	Bacteria	Actinomycetota	Actinobacteria	Geodermatophilales	Geodermatophilaceae	Geodermatophilus	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	34	0
ASV1115	Bacteria	NA	NA	NA	NA	NA	16	0	0	0	0	0	0	0	0	10	0	0	0	0	28	0	0	0	0	0
ASV1116	Bacteria	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0
ASV1117	Bacteria	Pseudomonadota	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0
ASV1118	Bacteria	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0
ASV1119	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Hyphomicrobiaceae	Rhodoplanes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0
ASV112	Bacteria	Verrucomicrobiota	Spartobacteria	NA	NA	NA	77	75	0	0	0	0	0	132	0	0	0	0	0	0	0	0	111	131	0	0
ASV1120	Bacteria	Actinomycetota	Actinobacteria	Micrococcales	Intrasporangiaceae	Pedococcus	0	30	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0
ASV1121	Bacteria	NA	NA	NA	NA	NA	16	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1122	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Roseiarcaceae	Roseiarcus	0	0	30	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1123	Bacteria	Planctomycetota	Planctomycetia	NA	NA	NA	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1124	Bacteria	Actinomycetota	Thermoleophilia	NA	NA	NA	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0
ASV1125	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1126	Bacteria	Acidobacteriota	Acidobacteria_Gp16	Gp16	NA	NA	0	0	0	0	19	0	0	9	0	0	0	0	0	0	0	0	11	0	0	14
ASV1127	Bacteria	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	0	0	0	0	16	0	0	0	0	0	0	0	0	0	23	0	14	0	0	0
ASV1128	Bacteria	Actinomycetota	NA	NA	NA	NA	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0
ASV1129	Bacteria	Pseudomonadota	NA	NA	NA	NA	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0
ASV113	Bacteria	Verrucomicrobiota	Spartobacteria	NA	NA	NA	0	0	0	0	0	128	0	182	0	0	0	0	99	0	0	0	0	0	116	0
ASV1130	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	NA	NA	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	14	0	0
ASV1131	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	NA	Aquabacterium	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	33	0	0
ASV1132	Bacteria	Bacillota	Bacilli	Caryophanales	Paenibacillaceae	Paenibacillus	13	0	0	0	0	0	0	0	0	0	16	0	0	0	0	24	0	0	0	0
ASV1133	Bacteria	Acidobacteriota	Acidobacteria_Gp6	Gp6	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	16	0	18	0	19	0	0	0
ASV1134	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	15
ASV1135	Bacteria	Acidobacteriota	Acidobacteria_Gp3	Gp3	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0
ASV1136	Bacteria	NA	NA	NA	NA	NA	0	22	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1137	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Hyphomicrobiaceae	Hyphomicrobium	0	17	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1138	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	NA	0	0	25	0	0	0	0	0	0	0	0	0	16	0	11	0	0	0	0	0
ASV1139	Bacteria	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	0	0	8	0	0	0	0	0	0	5	0	0	11	0	10	0	9	0	9	0
